STATION_ZONE,STATION_DIV,STATION_CODE,STATION_NAME,amenities1,amenities2,ALL_AMENITIES,TOTAL_AMENITIES
SC,BZA,TSR,TSUNDURU,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NF,TSK,TTB,TITABAR,[],['Wheelchair Access(6)'],['Wheelchair Access(6)'],1
SR,MDU,TTL,TIRUTTANGAL,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,TPJ,TTP,TIRUTURAIPUNDI JN.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SW,MYS,TTR,TIPTUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SC,GTL,TU,TADIPATRI,['Drinking Water'],"['Wheelchair Access(10)', 'Sanitary Product']","['Drinking Water', 'Wheelchair Access(10)', 'Sanitary Product']",3
SR,PGT,TUA,TIRUNNAVAYA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SE,RNC,TUL,TIRALDIH,[],[],[],0
NR,DLI,TUN,TOHANA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SC,BZA,TUNI,TUNI,"['Waiting Room', 'Drinking Water', 'Food Stalls']","['Wheelchair Access(10)', 'Sanitary Product']","['Waiting Room', 'Drinking Water', 'Food Stalls', 'Wheelchair Access(10)', 'Sanitary Product']",5
SR,SA,TUP,TIRUPPUR,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
SR,PGT,TUV,TUVVUR,[],['Wheelchair Access(4)'],['Wheelchair Access(4)'],1
SR,TVC,TUVR,TURAVUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SE,CKP,TUX,TUNIA,[],[],[],0
SR,TVC,TVC,THIRUVANANTHAPURAM C,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
SR,TVC,TVCN,TRIVANDRUMNORTH,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
SW,UBL,TVG,TAVARGATTI,[],[],[],0
NR,UMB,TVI,TARADEVI,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
SW,UBL,TVL,TADWAL,[],[],[],0
SR,TVC,TVP,TRIVANDRUM PETTAH,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
SR,TPJ,TVR,THIRUVARUR JN.,['Drinking Water'],"['Wheelchair Access(10)', 'Sanitary Product']","['Drinking Water', 'Wheelchair Access(10)', 'Sanitary Product']",3
NR,FZR,TWB,TALWANDI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
ER,HWH,TYAE,TENYA,[],['AC Lounge'],['AC Lounge'],1
WC,JBP,TZR,TURKI ROAD,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WR,BVP,UA,UPLETA,[],"['AC Lounge', 'Wheelchair Access(5)']","['AC Lounge', 'Wheelchair Access(5)']",2
SR,PGT,UAA,UPPALA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SR,SA,UAM,UDAGAMANDALAM,"['Waiting Room', 'Drinking Water']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area']","['Waiting Room', 'Drinking Water', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area']",5
NE,LJN,UB,USKA BAZAR,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
NR,UMB,UBC,AMBALA CITY,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SW,UBL,UBL,SSS HUBBALLI JN,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
WR,BCT,UBR,UMARGAM ROAD,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NR,DLI,UCA,UCHANA,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
NR,LKO,UCR,UNCHAHAR JN.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
KR,KAWR,UD,UDUPI,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
SC,SC,UDGR,UDGIR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
ER,ASN,UDL,ANDAL JN.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,BCT,UDN,UDHNA JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
NC,JHS,UDPR,UDAIPURA,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
NF,LMG,UDPU,UDAIPUR,[],['Wheelchair Access(7)'],['Wheelchair Access(7)'],1
WC,JBP,UDR,AMDARA,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
SR,MDU,UDT,UDUMALAIPPETTAI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NW,AII,UDZ,UDAIPUR CITY,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
SW,UBL,UGR,UGAR KHURD,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NR,UMB,UHL,UNA HIMACHAL,[],"['AC Lounge', 'Wheelchair Access(10)']","['AC Lounge', 'Wheelchair Access(10)']",2
WC,JBP,UHR,UNCHHERA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,ADI,UJA,UNJHA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NE,IZN,UJH,UJHANI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WR,RTM,UJN,UJJAIN JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
EC,SEE,UJP,UJIARPUR,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
ER,ASN,UKA,UKHRA,[],['Wheelchair Access(8)'],['Wheelchair Access(8)'],1
SC,HYB,UKD,ULINDAKONDA,[],[],[],0
SR,SA,UKL,UTTUKULI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SB,BSP,UKR,UDALKACHHAR,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
SE,KGP,ULB,ULUBARIA,[],['Wheelchair Access(8)'],['Wheelchair Access(8)'],1
NF,RNY,ULG,UDALGURI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,PGT,ULL,ULLAL,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
EO,WAT,ULM,URLAM,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
ER,ASN,ULT,KULTI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,TPJ,ULU,ULUNDURPET,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NR,UMB,UMB,AMBALA CANTT. JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
CR,SUR,UMD,USMANABAD,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NW,JU,UMED,UMED,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SB,BSP,UMR,UMARIA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NW,AII,UMRA,UMRA,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
SC,HYB,UMRI,UMRI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SC,BZA,UNDI,UNDI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WR,BCT,UNI,UNAI AND VANSADA ROA,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
WR,RTM,UNL,UNHEL,[],['AC Lounge'],['AC Lounge'],1
SC,BZA,UPL,UPPALUR,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SC,NED,UPR,USMANPUR,[],[],[],0
SC,HYB,UR,UMDANAGAR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EC,DDU,URD,UNTARI ROAD,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
ER,MLDT,UREN,UREN,[],[],[],0
SB,BSP,URGA,URGA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
CR,PUNE,URI,URULI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SB,R,URK,URKURA,[],[],[],0
SE,ADRA,URMA,URMA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WR,BRC,URN,UTRAN,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NR,LKO,URPR,UGRASENPUR,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
WR,BCT,USD,UKAI SONGADH,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
SB,BSP,USL,USLAPUR,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
SR,MDU,USLP,USILAMPATTI,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
NW,JU,UTL,UTARLAI,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
NR,LKO,UTR,UTRAITIA JN.,[],[],[],0
WR,BCT,UVD,UDVADA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SE,ADRA,VAA,BHAGA JN.,[],['Wheelchair Access(4)'],['Wheelchair Access(4)'],1
SR,TVC,VAK,VARKALASIVAGIRI,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",9
WR,BCT,VAPI,VAPI,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
SR,PGT,VAPM,VALAPATTINAM,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
SR,TVC,VARD,VAIKAM ROAD,[],['Wheelchair Access(8)'],['Wheelchair Access(8)'],1
EO,WAT,VBL,BOBBILI JN,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
KR,RN,VBW,VAIBHAVWADI ROAD,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,BRC,VDA,VASAD JN.,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
SC,GTL,VDD,VENDODU,[],[],[],0
SC,BZA,VDE,VEDAYAPALEM,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,ADI,VDG,VADNAGAR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,BCT,VDH,VEDCHHA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SC,HYB,VDI,VELDURTI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SR,TPJ,VDL,VAITHISVARANKOIL,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
ER,ASN,VDS,VIDYASAGAR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,BVP,VDV,VADIYA DEVLI,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
KR,RN,VEER,VEER,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,ADI,VG,VIRAMGAM JN.,"['Waiting Room', 'Drinking Water']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Waiting Room', 'Drinking Water', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",6
SR,SA,VGE,VALAPPADI GATE,[],['Wheelchair Access(6)'],['Wheelchair Access(6)'],1
NC,JHS,VGLJ,V LAKSHMIBAIJHS,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
WR,BCT,VGN,VANGAON,[],[],[],0
SR,TPJ,VI,VILLIYANUR HALT,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
KR,RN,VID,VILAVADE,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
KR,RN,VINH,VINHERE,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SC,GNT,VJA,VEJANDLA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NR,FZR,VJPJ,VIJAYPUR JAMMU,[],['Wheelchair Access(8)'],['Wheelchair Access(8)'],1
NR,FZR,VKA,VERKA JN.,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SC,SC,VKB,VIKARABAD JN,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SE,KGP,VKD,BAKHRABAD,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WR,BCT,VKH,VIKHRAN ROAD,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SC,GTL,VKI,VENKATAGIRI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SC,GNT,VKN,VINUKONDA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SB,BSP,VKR,VENKATNAGAR,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SC,BZA,VKT,VENKATACHALAM,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WR,BVP,VLA,BAVLA,[],[],[],0
SC,GTL,VLD,VAYALPAD,[],[],[],0
SR,PGT,VLI,VALLIUKUNNU,[],['Wheelchair Access(6)'],['Wheelchair Access(6)'],1
SR,TPJ,VLNK,VELANKANNI,['Drinking Water'],"['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area']","['Drinking Water', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area']",4
SR,TPJ,VLR,VELLORE CANTT.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,MAS,VLT,VALATHOOR,[],['AC Lounge'],['AC Lounge'],1
SR,TVC,VLY,VALLIYUR,[],"['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",4
SR,TPJ,VM,VILLUPURAM JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
WC,KOTA,VMA,VIKRAMGARH ALOT,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SC,GNT,VMU,VEMURU,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,MAS,VN,VANIYAMBADI,['Drinking Water'],['Wheelchair Access(10)'],"['Drinking Water', 'Wheelchair Access(10)']",2
CR,BSL,VNA,VARANGAON,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
SR,PGT,VNB,VANIYAMBALAM,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NF,RNY,VNE,VISHWANATH CHARALI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,ADI,VNG,VISNAGAR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SC,GTL,VNM,ONTIMITTA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SC,GNT,VNUP,VISHNUPURAM,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
EC,SEE,VPDA,VIDYAPATIDHAM,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
SC,GTL,VPL,VENKATAMPALLE,[],[],[],0
SR,MDU,VPT,VIRUDUNAGAR JN.,['Drinking Water'],"['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Drinking Water', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",5
SR,PGT,VPZ,VALLAPUZHA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WR,BCT,VR,VIRAR,[],"['Wheelchair Access(10)', 'Sanitary Product']","['Wheelchair Access(10)', 'Sanitary Product']",2
CR,PUNE,VRB,VISHRAMBAG,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WR,RTM,VRG,VIKRAMNAGAR,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
NR,MB,VRH,VIRBHADRA HALT,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
SR,TPJ,VRI,VRIDDHACHALAM JN.,['Drinking Water'],"['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Drinking Water', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",5
WR,BVP,VRL,VERAVAL,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
KR,RN,VRLI,VERAVALI,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
WR,BVP,VRR,VIRPUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,ADI,VRX,VARAHI,[],[],[],0
WR,BRC,VS,VISHVAMITRI JN,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
SW,UBL,VSG,VASCO-DA-GAMA,"['Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",8
EO,WAT,VSKP,VISAKHAPATNAM,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
WC,JBP,VST,BIJAYSOTA,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
SE,ADRA,VSU,BISHNUPUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,ADI,VTA,VATVA,"['Waiting Room', 'Drinking Water', 'Bus Connectivity']",['Wheelchair Access(1)'],"['Waiting Room', 'Drinking Water', 'Bus Connectivity', 'Wheelchair Access(1)']",4
SC,BZA,VTM,VETAPALEM,[],['Wheelchair Access(4)'],['Wheelchair Access(4)'],1
WR,BCT,VTN,VAITARNA,[],[],[],0
WR,BVP,VTP,VASTRAPUR,[],['Wheelchair Access(8)'],['Wheelchair Access(8)'],1
CR,PUNE,VV,VALIVADE,[],[],[],0
NR,DLI,VVKP,VIVEKANANDPURI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SC,BZA,VVM,VIRAVASARAM,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,BCT,VYA,VYARA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EO,WAT,VZM,VIZIANAGARAM JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
SE,KGP,VZR,BHANJPUR,[],[],[],0
CR,SUR,WADI,WADI,[],"['Wheelchair Access(10)', 'Sanitary Product']","['Wheelchair Access(10)', 'Sanitary Product']",2
CR,NGP,WANI,WANI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,BVP,WC,WADHWAN CITY,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NF,LMG,WDA,WADRENGDISA,[],[],[],0
SC,SC,WDLN,WADWAL NAGNATH HALT,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
EC,DHN,WDM,WYNDHAMGANJ,[],['Wheelchair Access(4)'],['Wheelchair Access(4)'],1
SC,HYB,WDR,WADIARAM,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SR,SA,WEL,WELLINGTON,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
EC,DNR,WENA,WENA,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
SW,SBC,WFD,WHITEFIELD,['Drinking Water'],"['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Drinking Water', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",5
CR,BSL,WGA,WAGHODA,[],[],[],0
WR,BCT,WGI,WAGHAI,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
SC,NED,WHM,WASHIM,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,MAS,WJR,WALAJAH ROAD,['Drinking Water'],['Wheelchair Access(10)'],"['Drinking Water', 'Wheelchair Access(10)']",2
